T1,T2,T3,T4,T5,T6,final_stability,final_resources,final_workload,final_confidence,floor_hit,tags
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,45,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Await Additional Data,Commit Remaining Resources,90,50,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Await Additional Data,Controlled Response,80,60,40,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Await Additional Data,Protect Reserves,70,70,40,65,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Calm),80,60,40,65,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Open Emergency Investigation,Await Additional Data,Follow AI Rec (Pushy),90,50,40,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Commit Remaining Resources,100,25,30,75,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Controlled Response,90,35,30,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Protect Reserves,80,45,30,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Calm),90,35,30,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Immediate Maintenance Programme,Follow AI Rec (Pushy),100,25,30,75,,Steady Management
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Commit Remaining Resources,80,50,30,75,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Controlled Response,70,60,30,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Protect Reserves,60,70,30,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Follow AI Rec (Calm),70,60,30,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Accept Elevated Risk,Follow AI Rec (Pushy),80,50,30,75,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Commit Remaining Resources,100,40,30,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Controlled Response,90,50,30,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Protect Reserves,80,60,30,70,,Resource Preservation | Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Calm),90,50,30,70,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Prioritise Critical Assets,Follow AI Rec (Pushy),100,40,30,75,,Controlled Recovery
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Commit Remaining Resources,90,50,25,75,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Controlled Response,80,60,25,70,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Protect Reserves,70,70,25,70,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Follow AI Rec (Calm),80,60,25,70,,Resource Preservation
Request Full AI Analysis,Await Further Assessment,Reduce Monitoring Scope,Reassure Public,Await Additional Data,Follow AI Rec (Pushy),90,50,25,75,,Resource Preservation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Commit Remaining Resources,90,0,15,100,T6:resources,Public Confidence First | System Collapse
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Controlled Response,80,0,15,100,T6:resources,Public Confidence First | System Collapse
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Protect Reserves,70,10,15,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Calm),80,0,15,100,T6:resources,Public Confidence First | AI Dependence | System Collapse
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Immediate Maintenance Programme,Follow AI Rec (Pushy),90,0,15,100,T6:resources,Public Confidence First | AI Dependence | System Collapse
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Commit Remaining Resources,70,15,15,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Controlled Response,60,25,15,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Protect Reserves,50,35,15,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Calm),60,25,15,100,,Public Confidence First | AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Accept Elevated Risk,Follow AI Rec (Pushy),70,15,15,100,,Public Confidence First | AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Commit Remaining Resources,90,5,15,100,,Public Confidence First | System Collapse
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Controlled Response,80,15,15,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Protect Reserves,70,25,15,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Calm),80,15,15,100,,Public Confidence First | AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Prioritise Critical Assets,Follow AI Rec (Pushy),90,5,15,100,,Public Confidence First | AI Dependence | System Collapse
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Await Additional Data,Commit Remaining Resources,80,15,10,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Await Additional Data,Controlled Response,70,25,10,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Await Additional Data,Protect Reserves,60,35,10,100,,Public Confidence First
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Await Additional Data,Follow AI Rec (Calm),70,25,10,100,,Public Confidence First | AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Launch Visible Response,Await Additional Data,Follow AI Rec (Pushy),80,15,10,100,,Public Confidence First | AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Commit Remaining Resources,90,10,15,75,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Controlled Response,80,20,15,70,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Protect Reserves,70,30,15,70,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Calm),80,20,15,70,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Immediate Maintenance Programme,Follow AI Rec (Pushy),90,10,15,75,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Commit Remaining Resources,70,35,15,75,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Controlled Response,60,45,15,70,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Protect Reserves,50,55,15,70,,Deferred Escalation | Resource Preservation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Calm),60,45,15,70,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Accept Elevated Risk,Follow AI Rec (Pushy),70,35,15,75,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Commit Remaining Resources,90,25,15,75,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Controlled Response,80,35,15,70,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Protect Reserves,70,45,15,70,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Calm),80,35,15,70,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Prioritise Critical Assets,Follow AI Rec (Pushy),90,25,15,75,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Await Additional Data,Commit Remaining Resources,80,35,10,75,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Await Additional Data,Controlled Response,70,45,10,70,,Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Await Additional Data,Protect Reserves,60,55,10,70,,Deferred Escalation | Resource Preservation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Await Additional Data,Follow AI Rec (Calm),70,45,10,70,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Continue Monitoring,Await Additional Data,Follow AI Rec (Pushy),80,35,10,75,,AI Dependence | Deferred Escalation
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Commit Remaining Resources,90,10,30,90,,Steady Management
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Controlled Response,80,20,30,85,,Steady Management
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Protect Reserves,70,30,30,85,,Controlled Recovery
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Calm),80,20,30,85,,AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Immediate Maintenance Programme,Follow AI Rec (Pushy),90,10,30,90,,AI Dependence
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Commit Remaining Resources,70,35,30,90,,Controlled Recovery
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Controlled Response,60,45,30,85,,Controlled Recovery
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Protect Reserves,50,55,30,85,,Controlled Recovery
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Calm),60,45,30,85,,AI Dependence | Controlled Recovery
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Accept Elevated Risk,Follow AI Rec (Pushy),70,35,30,90,,AI Dependence | Controlled Recovery
Suppress Sector Alerts,Restore Communications,Wait For Analysis,Open Emergency Investigation,Prioritise Critical Assets,Commit Remaining Resources,90,25,30,90,,Steady Management
